code,abund.correlation,species.trend,trend.at.highest.predictions,trend.at.best.nfj.data,filename,n.data,run,nlabel,common,label
EURNIC,0.7164,0.0449401766127737,0.0458985752488141,0.0439917965146951,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/EURNIC-full-run-all-sources-V1.html,34012,all sources,(N = 34012),Sleepy Orange,EURNIC: Sleepy Orange
EURYMAR,0.2923,0.032270960474966,0.0333518568978164,0.0323969435199139,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/EURYMAR-full-run-all-sources-V1.html,65668,all sources,(N = 65668),Zebra Swallowtail,EURYMAR: Zebra Swallowtail
EVEAMY,0.9926,-0.0166193250967846,-0.0161491900545949,-0.0164669321305291,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/EVEAMY-full-run-all-sources-V1.html,20276,all sources,(N = 20276),Western Tailed-Blue,EVEAMY: Western Tailed-Blue
EVECOM,0.8627,0.00146813025103411,0.00185623852589156,0.00159508468612701,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/EVECOM-full-run-all-sources-V1.html,79180,all sources,(N = 79180),Eastern Tailed-Blue,EVECOM: Eastern Tailed-Blue
FENTAR,0.736,0.00959081755581516,0.0105224848981165,0.00979976618135457,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/FENTAR-full-run-all-sources-V1.html,74889,all sources,(N = 74889),Harvester,FENTAR: Harvester
GLALYG,0.792,-0.0293760176117704,-0.0284490543485809,-0.0340787993960988,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/GLALYG-full-run-all-sources-V1.html,83556,all sources,(N = 83556),Silvery Blue,GLALYG: Silvery Blue
GLAPIA,0.8813,-0.0140853142350936,-0.0134531244018472,-0.0154036239904682,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/GLAPIA-full-run-all-sources-V1.html,11460,all sources,(N = 11460),Arrowhead Blue,GLAPIA: Arrowhead Blue
HABGRU,0.9254,-0.0765076689809682,-0.0759202771116447,-0.076871909337234,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/HABGRU-full-run-all-sources-V1.html,6632,all sources,(N = 6632),Golden Hairstreak,HABGRU: Golden Hairstreak
HELIERI,0.9649,-0.00887058434221343,-0.00815233516950986,-0.00879118683560501,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/HELIERI-full-run-all-sources-V1.html,7065,all sources,(N = 7065),Northern White-Skipper,HELIERI: Northern White-Skipper
HEMCER,0.8437,0.0527681730290699,0.0536438426577344,0.053183432426399,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/HEMCER-full-run-all-sources-V1.html,6549,all sources,(N = 6549),Ceranus Blue,HEMCER: Ceranus Blue
HEMISO,0.6932,-0.0189282206614261,-0.0182461698948098,-0.0185824505348973,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/HEMISO-full-run-all-sources-V1.html,17834,all sources,(N = 17834),Reakirt's Blue,HEMISO: Reakirt's Blue
HERSOS,0.9296,0.00602532793366137,0.00658895482225752,0.00563770776681599,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/HERSOS-full-run-all-sources-V1.html,16065,all sources,(N = 16065),Carolina Satyr,HERSOS: Carolina Satyr
HESCOM,0.9762,-0.0207802258073602,-0.0194971868615994,-0.0241776432078679,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/HESCOM-full-run-all-sources-V1.html,56698,all sources,(N = 56698),Western Branded Skipper,HESCOM: Western Branded Skipper
HESJUB,0.9231,0.0189138614975607,0.019544360631464,0.0181004859855646,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/HESJUB-full-run-all-sources-V1.html,14583,all sources,(N = 14583),Juba Skipper,HESJUB: Juba Skipper
HESLEO,0.9866,-0.0546830058965376,-0.0540553333070224,-0.0549304752435263,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/HESLEO-full-run-all-sources-V1.html,76128,all sources,(N = 76128),Leonard's Skipper,HESLEO: Leonard's Skipper
HESLIN,0.994,-0.0405002617005596,-0.0398822239580734,-0.0402586180721581,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/HESLIN-full-run-all-sources-V1.html,6304,all sources,(N = 6304),Lindsey's Skipper,HESLIN: Lindsey's Skipper
HESMET,0.6048,-0.0617104205622601,-0.0605030566018598,-0.0615725495825451,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/HESMET-full-run-all-sources-V1.html,63567,all sources,(N = 63567),NA,HESMET: NA
HESNEV,0.7683,-0.0335627391549076,-0.0329829178325776,-0.0335717304980451,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/HESNEV-full-run-all-sources-V1.html,10423,all sources,(N = 10423),Nevada Skipper,HESNEV: Nevada Skipper
HESOTT,0.3503,-0.027790685400998,-0.0265793307022921,-0.0274725871126483,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/HESOTT-full-run-all-sources-V1.html,44430,all sources,(N = 44430),NA,HESOTT: NA
HESPAH,0.9068,-0.0416266357587114,-0.0409438712568448,-0.0415030452699596,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/HESPAH-full-run-all-sources-V1.html,5479,all sources,(N = 5479),NA,HESPAH: NA
HESSAS,0.7128,-0.0540888269027828,-0.0530839479671457,-0.0545326162649071,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/HESSAS-full-run-all-sources-V1.html,60695,all sources,(N = 60695),Indian Skipper,HESSAS: Indian Skipper
HESVIR,0.9989,-0.0271597974885143,-0.0265595694496632,-0.0266798291172024,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/HESVIR-full-run-all-sources-V1.html,5692,all sources,(N = 5692),NA,HESVIR: NA
HYLPHY,0.9424,0.0397444654153126,0.0407361322092523,0.039228778246688,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/HYLPHY-full-run-all-sources-V1.html,6571,all sources,(N = 6571),Fiery Skipper,HYLPHY: Fiery Skipper
JUNCOE,0.775,-0.012969683521925,-0.0119586034399672,-0.0124820548882045,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/JUNCOE-full-run-all-sources-V1.html,9368,all sources,(N = 9368),Common Buckeye,JUNCOE: Common Buckeye
LEPMAR,0.717,-0.0105004301800205,-0.00974159399817509,-0.00991351631107262,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/LEPMAR-full-run-all-sources-V1.html,11681,all sources,(N = 11681),Marine Blue,LEPMAR: Marine Blue
LERACC,0.7488,0.0207286060071671,0.0220298525844662,0.0209558312791898,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/LERACC-full-run-all-sources-V1.html,10531,all sources,(N = 10531),Clouded Skipper,LERACC: Clouded Skipper
LEROEUF,0.8962,-0.0112700348474589,-0.0103620309979973,-0.0104012075771003,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/LEROEUF-full-run-all-sources-V1.html,12888,all sources,(N = 12888),Eufala Skipper,LEROEUF: Eufala Skipper
LIBCAR,0.5692,-0.0030619031933172,-0.0016726774369431,-0.00297452579035513,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/LIBCAR-full-run-all-sources-V1.html,82158,all sources,(N = 82158),American Snout,LIBCAR: American Snout
LIMARC,0.9688,-0.0143791204608062,-0.013553627855007,-0.014270840380375,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/LIMARC-full-run-all-sources-V1.html,81999,all sources,(N = 81999),Viceroy,LIMARC: Viceroy
LIMART,0.9994,-0.03228416465826,-0.0312760126079813,-0.0322270287849251,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/LIMART-full-run-all-sources-V1.html,76540,all sources,(N = 76540),Red-spotted Purple/White Admiral,LIMART: Red-spotted Purple/White Admiral
LIMLOR,0.9477,0.0377667803356851,0.0384028314776943,0.037813157861028,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/LIMLOR-full-run-all-sources-V1.html,9712,all sources,(N = 9712),Lorquin's Admiral,LIMLOR: Lorquin's Admiral
LIMWEI,0.7727,0.00206515557894488,0.00254350545415916,0.00223791029485588,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/LIMWEI-full-run-all-sources-V1.html,7702,all sources,(N = 7702),Weidemeyer's Admiral,LIMWEI: Weidemeyer's Admiral
LYCAARO,0.9969,-0.0245249518275718,-0.0237116868731135,-0.0247794396672645,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/LYCAARO-full-run-all-sources-V1.html,15126,all sources,(N = 15126),Tailed Copper,LYCAARO: Tailed Copper
LYCACUP,0.9945,-0.00476613782970128,-0.00358238029658597,-0.00412055707210439,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/LYCACUP-full-run-all-sources-V1.html,8340,all sources,(N = 8340),Lustrous Copper,LYCACUP: Lustrous Copper
LYCADIO,0.6849,-0.0237739835893491,-0.02339650729618,-0.0234051055852987,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/LYCADIO-full-run-all-sources-V1.html,44358,all sources,(N = 44358),NA,LYCADIO: NA
LYCADOR,0.9375,-0.0665310658890738,-0.0657517531289909,-0.0666998754153129,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/LYCADOR-full-run-all-sources-V1.html,57365,all sources,(N = 57365),NA,LYCADOR: NA
LYCAEDI,0.9905,0.0250984564494655,0.0260524301334402,0.0257469925307841,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/LYCAEDI-full-run-all-sources-V1.html,7958,all sources,(N = 7958),Edith's Copper,LYCAEDI: Edith's Copper
LYCAEPI,0.9996,-0.0277617180571838,-0.0271090915907415,-0.0294090463287477,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/LYCAEPI-full-run-all-sources-V1.html,43214,all sources,(N = 43214),Bog Copper,LYCAEPI: Bog Copper
LYCAGOR,0.972,-0.0208954198396142,-0.0201779491017826,-0.0215376425033737,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/LYCAGOR-full-run-all-sources-V1.html,6464,all sources,(N = 6464),Gorgon Copper,LYCAGOR: Gorgon Copper
LYCAHEL,0.9571,-0.0477793294643557,-0.0472474022181268,-0.0476512655213571,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/LYCAHEL-full-run-all-sources-V1.html,73808,all sources,(N = 73808),Purplish Copper,LYCAHEL: Purplish Copper
LYCAHET,0.8004,-0.0171271697085671,-0.0150250021520062,-0.0188872260989447,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/LYCAHET-full-run-all-sources-V1.html,12505,all sources,(N = 12505),Blue Copper,LYCAHET: Blue Copper
LYCAHYL,0.939,-0.043551960053187,-0.042054579938565,-0.0433683533729117,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/LYCAHYL-full-run-all-sources-V1.html,78455,all sources,(N = 78455),Bronze Copper,LYCAHYL: Bronze Copper
LYCAMAR,0.9201,0.0222338453004852,0.023045972745388,0.0220839679654036,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/LYCAMAR-full-run-all-sources-V1.html,4309,all sources,(N = 4309),Mariposa Copper,LYCAMAR: Mariposa Copper
LYCANIV,0.9881,-0.0119608911903319,-0.0113001641506592,-0.0115791709070061,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/LYCANIV-full-run-all-sources-V1.html,4127,all sources,(N = 4127),Lilac-bordered Copper,LYCANIV: Lilac-bordered Copper
LYCAPHL,0.9319,-0.061493481591437,-0.0598537352554187,-0.0607369157246497,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/LYCAPHL-full-run-all-sources-V1.html,72437,all sources,(N = 72437),American Copper,LYCAPHL: American Copper
LYCARUB,0.9723,-0.0539257501336451,-0.0534107802692563,-0.0542727622619133,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/LYCARUB-full-run-all-sources-V1.html,11583,all sources,(N = 11583),Ruddy Copper,LYCARUB: Ruddy Copper
LYCAXAN,0.9992,-0.0717470439878606,-0.0713895519876802,-0.0715352018281219,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/LYCAXAN-full-run-all-sources-V1.html,29174,all sources,(N = 29174),Great Copper,LYCAXAN: Great Copper
LYCIDA,0.9813,0.0154025791033781,0.0162784805120317,0.0119691456779594,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/LYCIDA-full-run-all-sources-V1.html,22211,all sources,(N = 22211),Northern Blue,LYCIDA: Northern Blue
LYCMEL,0.941,-0.0448014992195498,-0.0442245441783835,-0.0447283996435758,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/LYCMEL-full-run-all-sources-V1.html,75489,all sources,(N = 75489),Melissa/Karner Blue,LYCMEL: Melissa/Karner Blue
MEGICYM,0.9005,-0.026205669495792,-0.0254745088392525,-0.026267357870421,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/MEGICYM-full-run-all-sources-V1.html,74856,all sources,(N = 74856),Little Wood-Satyr,MEGICYM: Little Wood-Satyr
NASLHE,0.8919,-0.0242019515756632,-0.0234009766418377,-0.0241358045710453,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/NASLHE-full-run-all-sources-V1.html,33345,all sources,(N = 33345),Swarthy Skipper,NASLHE: Swarthy Skipper
NATIOL,0.6986,0.0408203396621658,0.041354115481433,0.040893254151772,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/NATIOL-full-run-all-sources-V1.html,74067,all sources,(N = 74067),Dainty Sulphur,NATIOL: Dainty Sulphur
NEOPMEN,0.9322,-0.0264539478992811,-0.0254312345175789,-0.0296314541360225,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/NEOPMEN-full-run-all-sources-V1.html,9975,all sources,(N = 9975),Pine White,NEOPMEN: Pine White
NYMANT,0.6995,-0.0258871686565532,-0.0253897001710168,-0.0260742051995223,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/NYMANT-full-run-all-sources-V1.html,90490,all sources,(N = 90490),Mourning Cloak,NYMANT: Mourning Cloak
NYMCAL,0.9248,0.0204218556647989,0.0209496328827989,0.0197555971963272,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/NYMCAL-full-run-all-sources-V1.html,15151,all sources,(N = 15151),California Tortoiseshell,NYMCAL: California Tortoiseshell
NYMMIL,0.9071,-0.0807052335070917,-0.0803137672331546,-0.0803199138029303,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/NYMMIL-full-run-all-sources-V1.html,84646,all sources,(N = 84646),Milbert's Tortoiseshell,NYMMIL: Milbert's Tortoiseshell
NYMVAU,0.9926,-0.062639018685664,-0.0621090743883368,-0.062397651127571,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/NYMVAU-full-run-all-sources-V1.html,73250,all sources,(N = 73250),Compton Tortoiseshell,NYMVAU: Compton Tortoiseshell
OARGAR,0.8346,-0.0295213737790945,-0.0285815448255402,-0.0289931306472478,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/OARGAR-full-run-all-sources-V1.html,7564,all sources,(N = 7564),NA,OARGAR: NA
OCHAGR,0.9877,-0.0172826173118374,-0.0165649154620442,-0.0174016317721165,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/OCHAGR-full-run-all-sources-V1.html,6291,all sources,(N = 6291),Rural Skipper,OCHAGR: Rural Skipper
OCHSYL,0.6742,0.0131447978192588,0.0138150803453168,0.0131971529892568,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/OCHSYL-full-run-all-sources-V1.html,14824,all sources,(N = 14824),Woodland Skipper,OCHSYL: Woodland Skipper
OENCHR,0.7154,-0.0347665232212801,-0.0341077636668037,-0.0358774048472289,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/OENCHR-full-run-all-sources-V1.html,13801,all sources,(N = 13801),Chryxus Arctic,OENCHR: Chryxus Arctic
OENNEV,0.9313,0.0106829474450597,0.0111952437795768,0.0103386430678993,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/OENNEV-full-run-all-sources-V1.html,1926,all sources,(N = 1926),NA,OENNEV: NA
PANOCO,0.979,0.0659847531293017,0.0673629453796269,0.0655879862525064,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/PANOCO-full-run-all-sources-V1.html,64353,all sources,(N = 64353),Ocola Skipper,PANOCO: Ocola Skipper
PAPCAN,0.9217,0.0381860673201535,0.0389651846464361,0.0343176928422801,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/PAPCAN-full-run-all-sources-V1.html,50950,all sources,(N = 50950),Canadian Tiger Swallowtail,PAPCAN: Canadian Tiger Swallowtail
PAPCRE,0.9745,0.043207206802466,0.0444492565941725,0.0443137154321025,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/PAPCRE-full-run-all-sources-V1.html,18587,all sources,(N = 18587),Western/Giant Swallowtail,PAPCRE: Western/Giant Swallowtail
PAPEUR,0.9281,-7.6871289351689e-4,-2.3047013530153e-4,-7.8809408625621e-4,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/PAPEUR-full-run-all-sources-V1.html,14069,all sources,(N = 14069),Pale Swallowtail,PAPEUR: Pale Swallowtail
PAPGLA,0.7744,-0.00583093052875145,-0.0053248494283018,-0.0055154810718161,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/PAPGLA-full-run-all-sources-V1.html,73445,all sources,(N = 73445),Eastern Tiger Swallowtail,PAPGLA: Eastern Tiger Swallowtail
PAPIND,0.8433,-0.020319239369518,-0.0197029647704832,-0.0208385277661949,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/PAPIND-full-run-all-sources-V1.html,13442,all sources,(N = 13442),Indra Swallowtail,PAPIND: Indra Swallowtail
PAPMUL,0.9567,-0.00404333608627311,-0.00339643661640743,-0.00362782717420661,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/PAPMUL-full-run-all-sources-V1.html,15058,all sources,(N = 15058),Two-tailed Swallowtail,PAPMUL: Two-tailed Swallowtail
PAPPOL,0.8203,-0.00932373017158539,-0.00885206146219586,-0.00918789312240227,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/PAPPOL-full-run-all-sources-V1.html,78720,all sources,(N = 78720),Black Swallowtail,PAPPOL: Black Swallowtail
PAPRUT,0.4917,0.0254180527526545,0.0260829906444662,0.0257010988333023,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/PAPRUT-full-run-all-sources-V1.html,14461,all sources,(N = 14461),Western Tiger Swallowtail,PAPRUT: Western Tiger Swallowtail
